ASEAN Food ID,Food and Description,ENERC (ENERC),WATER,PROCNT,FAT,CHOVLDF (CHOCDF),FIBTG,ASH,CA,P,NA,K,FE,CU,ZN,RETOL,CARTB,VITA_RAE,THIA,RIBF,NIA,VITC
AAD118,"Mushroom, Chinese/ shiitake, fresh, raw",(32),91.6,2.2,0.1,(5.5),-,0.6,6,46,7,237,1.1,0.08,0.1,0,-,-,-,1.03,3.2,-
AAD88,"Mushroom, Chinese/straw, fresh, raw",31,90.8,3,0.2,3.6,1.4,1,6,101,21,317,1,0.38,0.3,0,-,-,0.09,0.32,6.4,9
AAD87,"Mushroom, grey, oyster, fresh, raw",(40),89.9,3.2,0.5,(5.7),-,0.7,4,78,22,214,1.5,0.06,0.2,0,0,0,0.04,0.31,3.9,10
AAD69,"Mushroom, Jew's ear/black wood ear, dried, raw",243,11.4,8.3,0.3,27.6,48.4,4,223,209,181,756,20.1,0.3,5.7,0,11,1,0.07,0.62,2.8,2
AAD70,"Mushrooms, Jew's ear/ black wood ear, fresh, raw",23,89.8,0.8,0.1,0.7,8.2,0.4,23,15,28,54,0.5,0.03,0.1,0,-,-,0.01,0.14,0.2,1
AAD138,"Mustard green, India (leaf and stem)",18,94.3,1.7,0.4,1,1.8,0.8,68,17,16,319,1.5,-,-,0,1492,124,0.07,0.17,0.5,63
AAD89,"Mustard, Chinese, leaf, pickled",(21),91.5,1.5,0.2,(3.40),-,3.4,79,248,-,-,5.7,-,-,0,966,81,0.02,0.03,0.4,20
AAD90,"Mustard, leaf, raw",(28),92.5,2.2,0.5,(3.7),-,1.1,152,49,11,426,2.5,-,-,0,1901,158,0.06,0.16,0.9,80
AAD91,"Neem, leaf and tip",78,73.3,5.6,0.4,7.3,11.6,1.8,162,70,12,331,2.7,0.14,0.4,0,4810,401,0.06,0.11,2.5,92
AAD73,"Okra (Lady's fingers), young pod, raw",(31),91.9,1.6,0.2,(5.6),-,0.7,44,17,26,68,1.3,-,-,0,171,14,0.08,0.12,1.2,17
AAD94,"Onion, flower",(23),94,1.2,0.1,(4.2),-,0.5,23,25,-,-,0.6,-,-,0,378,32,0.04,0.1,0.2,19
AAD96,"Onion, spring, fresh, raw",39,89.2,2.2,0.7,4.6,2.6,0.7,55,39,16,137,2.3,-,-,0,2848,237,0.06,0.09,0.3,42
AAD97,"Papaya, unripe, raw",24,92.6,0.8,0.1,4,2,0.5,47,32,21,203,0.6,0.01,0,0,0,0,0.04,0.03,0.3,29
AAD103,"Parkia, seed, raw",124,69.9,9,2.9,14.2,2.7,1.3,101,43,47,376,2.1,-,-,0,151,13,0.13,0.11,0.8,28
AAD99,"Parsley, leaf, raw",33,88.5,3,0.9,1,4.7,1.9,216,51,13,804,6,-,-,0,2100,175,0.13,0.21,0.5,106
AAD100,"Pea, garden, pod, fresh, raw",57,84.5,4.9,0.4,7.3,2.1,0.8,53,56,2,139,0.9,0.11,0.8,0,85,7,0.24,0.12,1,49
AAD105,"Pumpkin, raw",44,87.4,1.3,0.3,7.8,2.4,0.8,31,30,43,178,0.7,0.06,0.9,0,1019,85,0.06,0.05,0.5,15
AAD106,"Pumpkin, young leaf, raw",27,91.4,2.9,0.3,1.9,2.4,1.1,90,46,49,363,3.5,-,-,0,1050,88,0.11,0.15,1,20
AAD107,"Purslane, leaf, raw",32,89.7,2.4,0.1,4.9,1.1,1.8,120,44,5,354,4.5,-,-,0,4992,416,0.04,0.15,0.7,27
AAD108,"Radish, chinese, white, raw",20,93.9,0.7,0.2,3.2,1.4,0.6,37,23,51,113,0.8,0.03,0.2,0,T,-,0.05,0.04,0.3,25
AAD110,"Rhubarb, raw",(35),92.1,0.9,1.3,(4.8),-,0.9,162,17,5,126,0.7,-,-,0,111,9,0.02,0.03,0.8,14
AAD111,"Roselle (Red sorrel), leaf, raw ",(57),85.6,1.7,0.1,(12.4),-,0.2,9,4,-,-,-,-,-,0,797,66,0.11,0.24,4.5,44
AAD145,"Seaweed, raw",(329),11.6,21.9,-,(60.3),-,6.2,465,92,-,-,15.7,-,-,0,-,-,-,-,-,-
AAD115,"Sesbania, yellow flower, raw ",40,87.1,3.1,0.5,3.2,5.1,1,49,59,-,-,5.2,-,-,0,206,17,0.2,0.26,2.8,32
AAD116,"Sesbania/Cork Wood, young leaf, raw",75,78,7.7,1.5,4.1,7,1.7,254,73,22,343,2.4,-,-,0,4318,360,0.63,0.47,3.7,94
AAD117,"Shallot, leaf, spring onion, raw",32,90.4,1.8,0.3,4.4,2.3,0.8,76,35,17,135,1.8,0.1,0.3,0,829,69,0.04,0.1,0.3,25
AAD53,"Solanum, raw",46,80.9,2.8,0.8,0.2,13.6,1.7,182,132,4,302,0.9,0.21,0.2,0,103,9,0.18,0.13,1.6,18
AAD119,"Soybean sprout, raw",72,83.9,7.9,2.5,4.2,0.6,0.9,51,65,4,180,2.4,-,-,0,0,0,0.15,0.16,1,10
AAD120,"Spinach, amaranth, spine, raw",36,87.8,3.9,0.4,2.8,2.8,2.3,520,75,14,833,4.9,-,-,0,5331,444,0.02,0.28,1,85
AAD122,"Spinach, Chinese, raw",21,92.3,2.5,0.5,0.2,2.7,1.8,63,50,70,533,4.1,0.1,0.9,0,3778,315,0.12,0.31,0.6,37
AAD121,"Spinach, Malabar, raw",18,92.9,1.9,0.1,1.1,2.5,1.5,140,28,15,233,3.1,-,-,0,3351,279,0.06,0.12,0.6,73
AAD123,"Squash/pumpkin, flower, raw",22,92.6,1.7,0.3,2.3,1.7,1.4,63,38,-,-,1.9,-,-,0,395,33,0.04,0.08,0.8,21
AAD124,"Swamp cabbage, kangkong, raw",26,91.4,2.9,0.3,1.9,2.2,1.3,70,38,62,239,3.3,0.12,0.5,0,2741,228,0.08,0.24,0.8,28
AAD125,"Sweet potato, leaf, raw",39,88.6,3.1,0.5,4.4,2,1.4,65,43,24,378,4.9,-,-,0,3985,332,0.1,0.18,0.9,55
AAD127,"Tamarind, young leaf, raw",(68),82.2,3.8,0.3,(12.4),-,1.3,46,48,-,-,1.5,-,-,0,2283,190,0.18,0.21,1.9,32
AAD126,"Tamarind, young pod, raw",55,76.9,1.7,0.2,0p,23,1,-,-,-,-,-,-,-,0,76,6,-,-,-,-
AAD128,"Tomato, raw",23,93.5,1,0.3,3.4,1.2,0.6,17,26,9,151,0.9,0.13,0.2,0,526,44,0.07,0.06,0.4,29
AAD130,"Tomato, cherry, small, raw",23,93.2,1,0.3,3.3,1.7,0.5,9,23,10,204,0.5,0.07,0.2,0,-,-,0.09,0.04,0.7,33
AAD164,"Water lily, stem, raw",8,96.6,0.3,0.1,0.7,1.7,0.6,8,9,-,-,0.4,-,-,0,44,4,-,-,-,9
AAD132,"Water mimosa, raw",38,87.3,4.2,0.4,2,4.9,1.2,63,58,12,228,4.8,0.06,0.4,0,3536,295,0.13,0.33,1.9,29
AAD133,"Watercress, raw",18,93.6,1.9,0.1,1.1,2.5,0.8,158,39,62,249,1.5,-,-,0,1175,98,0.09,0.13,0.7,57
AAD16,"Winged bean, pod, fresh, raw",23,91.4,2.2,0.1,0.9,4.9,0.5,64,28,3,93,0.7,0.16,0.4,0,234,20,0.07,0.1,0.6,19
AAD17,"Yard long bean, pod, green, fresh, raw",35,90.1,2.6,0.6,3.4,2.7,0.6,53,43,15,139,0.8,0.2,0.5,0,246,21,0.1,0.11,0.8,20
AAE2,"Apple, green",53,86.3,0.4,0.2,12.2,0.6,0.3,11,9,35,98,0.8,-,-,0,62,5,0.03,0.03,0.2,4
AAE3,"Apple, red",(63),84.5,0.5,0.4,(14.4),-,0.2,7,9,3,83,0.2,-,-,0,86,7,0.03,0.01,0.3,2
AAE4,"Avocado, green",(168),76.9,1.5,15.7,(5.1),-,0.8,19,37,7,385,1.6,-,-,0,165,14,0.06,0.23,1.2,12
AAE1,"Banana, apple variety, ripe",100,73.2,1,0.2,22.4,2.4,0.8,11,20,6,269,0.4,0.05,0.1,0,87,7,0.04,0.03,0.6,12
AAE13,"Banana, apple, whole, sun- dried",(285),26.4,3.6,0.1,(67.5),-,2.4,13,89,-,-,1.4,-,-,0,-,-,0.05,0.12,-,3
AAE10,"Banana, cavendish, ripe",94,75.7,1.3,0.6,19.9,1.7,0.8,13,19,12,370,0.4,0.2,0.2,0,77,6,0.04,0.04,0.6,8
AAE11,"Banana, dessert banana, dwarf",(104),73.5,1.2,0.3,(24.1),-,0.9,12,26,36,370,0.4,-,-,0,150,13,0.04,0.05,0.6,11
AAE12,"Banana, dessert, Valery, Hom variety",109,70.9,1.3,0.1,24.8,1.9,1,5,21,21,323,0.6,0.05,0.1,0,-,-,0.05,0.05,0.9,5
AAE14,"Banana, pink banana",(96),75.5,1.1,0.3,(22.3),-,0.8,13,20,2,258,0.5,-,-,0,252,21,0.03,0.04,0.7,9
AAE15,"Banana, pisang kari",(112),71.6,0.9,0.3,(26.3),-,0.9,8,33,6,273,0.5,0.1,0.2,0,220,18,0.08,0.01,0.5,8
AAE17,"Banana, rice banana",98,74.1,1.1,0.2,22,1.8,0.8,24,19,6,303,0.4,0.1,0.2,0,190,16,0.03,0.06,0.6,11
AAE135,"Banana, silver bluggoe, Hug- mook variety",(115),71.2,1.1,0.6,(26.4),-,0.7,16,36,-,-,-,-,-,0,279,23,0.08,0.11,0.8,15
AAE19,"Bilimbi, fruit",25,94.3,0.7,1.3,1.9,1.5,0.3,10,6,4,80,0.4,-,-,0,165,14,0.01,0.06,0.8,13
AAE22,Carambola/Star fruit,(32),91.6,0.6,0.1,(7.2),-,0.5,8,14,6,140,0.7,-,-,0,118,10,0.04,0.09,0.8,29
AAE24,"Cashew, fruit",(53),86.6,0.7,0.2,(12.2),-,0.3,4,14,9,83,0.4,-,-,0,25,2,0.02,0.02,1.5,154
AAE25,"Coconut, very immature",(41),90.7,1.6,1.4,(5.6),-,0.7,9,39,9,284,0.9,-,-,0,0,0,0.04,0.03,0.5,5
AAE31,"Durian, assorted",152,64.1,2.4,3.9,25,3.6,1,27,41,25,309,1.2,0.12,0.2,0,150,13,0.3,0.2,1.4,33
AAE35,"Fig, fresh",(49),86.9,2,0.2,(9.7),-,1.2,43,27,2,180,0.6,0.1,0.2,0,16,1,0.14,0.47,-,43
AAE36,"Fruit cocktail, tropical, in syrup, canned",82,79.3,0.3,0.7,17.9,1.6,0.2,17,4,9,-,0.4,-,-,0,53,4,0.01,0.16,0.2,13
AAE43,"Gooseberry, Indian",(70),82.2,0.4,0.1,(16.9),-,0.4,18,4,-,-,0.5,-,-,0,-,-,0.02,0,0.8,243
AAE38,"Grape, assorted",53,85.9,0.6,0.1,11.8,1.1,0.5,20,21,11,136,0.8,0.2,0.1,0,21,2,0.04,0.04,0.2,5
AAE41,"Guava, white flesh",55,83.8,0.9,0.2,10.1,4.4,0.6,21,19,19,97,0.9,0.04,0.5,0,50,4,0.07,0.06,1.2,141
AAE44,"Jackfruit, fresh",(84),78.2,1.3,0.4,(18.7),-,1.4,28,25,46,362,1,-,-,0,108,9,0.08,0.07,0.7,5
AAE47,"Jackfruit, in syrup, canned",100,75.3,0.7,1,21.7,0.9,0.4,11,-,12,-,0.2,-,-,0,-,-,-,-,-,-
AAE49,Jujube,50,86.1,0.9,0.1,10.2,2.2,0.5,34,42,-,-,0.5,-,-,0,65,5,0.02,0.28,0.9,29
AAE50,Lancet/Langsium/Langsat,(67),82.9,0.9,0.1,(15.6),-,0.5,5,35,-,-,0.7,0.09,0.2,0,-,-,0.08,0.04,1.7,24
AAE51,Lemon,"""(31)",92.2,0.6,0.3,(6.5),-,0.4,21,6,17,175,0.3,-,-,0,0,0,0.05,0.03,0.2,32
AAE90,"Lemon, Philippine",(48),88.8,0.7,(1.0),(9.0),-,0.5,29,17,3,457,0.7,-,-,0,0,0,0.03,0.01,0.2,43
AAE53,Litchi,(70),82.4,1,0.4,(15.7),-,0.5,6,31,5,157,0.4,0.07,0.2,0,0,0,0.02,0.08,0.8,24
AAE54,"Litchi, in syrup, canned",95,77,0.4,1,20.9,0.5,0.2,9,-,14,-,0.2,-,-,0,-,-,0.03,0.03,-,4
AAE57,"Longan, dried",(319),17.8,4.6,0.4,(74.3),-,2.9,28,-,5,2012,-,-,-,0,-,-,-,-,-,-
AAE55,"Longan, fresh",71,81.3,1,0.2,15.8,0.9,0.8,15,23,9,216,0.4,0.22,0.4,0,0,0,0.08,0.09,0.5,52
AAE56,"Longan, in syrup, canned",94,77.5,0.3,1.1,20.5,0.3,0.3,10,-,6,-,0.2,-,-,0,-,-,0.02,0.03,-,20
AAE59,"Malay apple, red",(42),89.4,0.5,0.2,(9.5),-,0.4,14,17,-,172,0.7,-,-,0,-,-,0.02,0.04,0.4,14
AAE60,Mandarin/tangerine,42,88.7,1,0.3,8.1,1.5,0.4,57,27,18,122,0.3,0.07,0.1,0,136,11,0.07,0.05,0.3,22
AAE132,"Mango,Kiew-sa- weya variety, unripe",79,78.6,0.8,0.2,17.2,2.7,0.5,6,15,3,142,0.2,0.06,0.1,0,192,16,0.07,0.02,0.5,29
AAE65,"Mango, Indian mango, unripe",49,86.7,0.5,0,11,1.6,0.2,6,12,3,140,0.6,0.1,0,0,261,22,0.03,0.03,0.2,37
AAE72,"Mango, kaew variety, mature, unripe",75,79.6,0.6,0.2,16.2,3,0.4,13,9,3,126,0.6,0.06,-,0,-,-,0.06,0.04,0.4,39
AAE67,"Mango, num-dok-mai variety, ripe",78,79.6,0.9,0.2,17.5,1.2,0.6,6,16,3,144,0.3,0.1,0.1,0,897,75,0.11,0.06,1.8,5
AAE68,"Mango, nung-klangwan variety, ripe",(85),78.7,0.5,0.2,(20.2),-,0.4,25,15,-,-,0.3,-,-,0,-,-,0.07,0.07,0.8,34
AAE69,"Mango, okrong variety, ripe",79,79.3,0.8,0.2,17.9,1.3,0.5,17,17,44,191,0.4,0.06,0.1,0,144,12,0.05,0.07,1.9,10
AAE73,"Mango, pimsen-mun variety, mature, unripe",80,77.7,0.9,0.5,17,1.8,2.1,15,12,-,-,-,-,-,0,-,-,0.04,0.04,0.6,31
AAE74,"Mango, rad variety, mature, unripe",76,79.8,0.5,0.2,16.8,2.3,0.4,20,13,76,138,0.6,0.06,0.1,0,-,0.04,0.05,0.5,19,0
AAE70,"Mango, thong-dum variety, ripe",(82),79.1,0.6,0,(19.9),-,0.4,41,16,-,-,0.4,-,-,-,-,0.03,0.05,-,25,0
AAE71,"Mango, tub-ped variety, ripe",(94),76,1.1,0,(22.3),-,0.6,-,22,-,-,-,-,-,-,-,0.09,0.08,-,45,0
AAE75,Mangosteen,68,82.7,0.6,0.6,14.4,1.5,0.2,11,13,10,63,0.6,0.1,0.1,0,0,0.06,0.03,0.3,3,0
AAE76,"Melon, honeydew",(31),92.3,0.3,(0.3),(6.7),-,0.4,23,12,-,-,0.4,-,-,7,1,0.02,0.02,0.5,8,0
AAE77,Muskmelon,(16),95.4,0.3,0,(3.8),-,0.5,21,15,-,-,0.4,-,-,220,18,0.04,0.02,0.3,30,0
AAE81,"Orange, green skin/Kalanchoe",45,87.5,0.8,0.3,8.6,2.4,0.4,31,18,5,124,1,0.03,0,85,7,0.07,0.03,0.3,33,0
AAE83,"Papaya, ripe",40,89.1,0.9,0.1,8.1,1.3,0.5,25,16,14,135,1.4,0.02,0.1,851,71,0.03,0.05,0.3,62,0
AAE85,Pear,(59),85.1,0.5,0.1,(14.0),-,0.3,21,12,2,62,1,-,-,19,2,0.04,0.03,0.1,5,0
AAE86,"Pear, chinese, yellow",(45),88.7,0.6,0.2,.(10.1),-,0.4,10,10,14,134,0.6,-,-,15,1,0.03,0.06,0.4,5,0
AAE88,"Persimmon, hard variety, ripe",68,81.9,0.6,0.1,15.1,1.9,0.4,47,18,1,103,0.3,-,-,324,27,0.04,0.01,0.2,23,0
AAE91,Pineapple,48,87.2,0.5,0.1,10.8,1,0.4,17,10,21,128,0.6,0.03,0.1,20,2,0.08,0.05,0.2,17,0
AAE93,"Pineapple, dried",(353),10.1,0.9,0,(87.3),-,1.7,35,-,-,-,0.7,-,-,-,-,-,-,-,-,0
AAE94,"Pineapple, slice, in heavy syrup, canned",90,77.2,0.3,0.2,21.3,0.8,0.2,11,3,9,18,0.4,-,-,20,2,0.1,0.01,0.2,6,0
AAE95,Pomegranate,(69),82.1,0.6,0.1,(16.3),-,0.9,19,33,6,323,0.8,-,-,0,0,0.08,0.01,0.4,5,0
AAE96,Pomelo,44,88.4,0.6,0.2,9.6,0.7,0.5,21,22,18,310,0.6,-,-,118,10,0.04,0.03,0.3,59,0
AAE97,"Prune, dried",(288),26.5,2.4,0.6,(68.3),-,2.2,61,74,9,646,3.7,-,-,0,0,0.12,0.17,2,0,0
AAE98,Raisin,(300),24,2.7,0.4,(71.3),-,1.6,74,96,15,632,3.4,-,-,0,0,0.11,0.08,0.2,0,0
AAE99,Rambai,(56),86,0.6,0.4,(12.6),-,0.4,4,17,2,95,1.8,-,-,0,0,0.03,0.07,0.5,31,0
AAE100,Rambutan,(69),82.6,0.9,0.1,(16.0),-,0.4,19,12,14,93,0.7,0.15,0.1,0,0,0.02,0.06,0.4,43,0
AAE101,"Rambutan and pineapple, in syrup, canned",91,78.2,0.4,1.1,19.4,0.7,0.2,11,-,10,-,0.2,-,-,-,-,0.03,0.02,-,7,
AAE102,"Rambutan, in syrup, canned",107,75.1,0.3,1.9,21.6,1,0.1,19,-,10,-,0.2,-,-,0,0p,0p,-,-,-,8
AAE103,Roseapple,(27),93.2,0.6,0.1,(5.9),-,0.2,9,9,2,81,0.3,-,-,0,4,0,0.03,0.02,0.2,21
AAE133,Salak palm,(60),84.5,0.5,0.1,(14.3),-,0.6,8,18,-,-,0.4,-,-,0,-,-,-,0.2,-,6
AAE106,"Sapodilla, ripe",69,79.1,0.5,0.7,11.1,8.1,0.5,30,12,22,94,1.2,0.03,0.1,0,95,8,0.02,0.03,1.2,14
AAE109,Soursop,(72),82,1.2,0.4,(15.8),-,0.6,14,22,2,294,0.6,-,-,0,8,1,0.09,0.08,0.7,27
AAE111,Spanish plum,(88),77.3,0.8,0.2,(20.8),-,0.9,68,39,-,-,1,-,-,0,184,15,0.07,0.13,0.9,30
AAE112,"Star apple, green",60,84.6,0.9,(1.1),10.2,2.6,0.6,43,23,-,-,0.4,-,-,0,4,0,0.02,0.02,0.7,6
AAE114,Star gooseberry,(34),91.7,0.7,0.7,(6.3),-,0.6,5,23,-,-,0.4,-,-,0,5,0,0.01,0.05,-,40
AAE115,Strawberry,26,92.4,0.8,0.2,4.3,1.9,0.4,21,16,3,66,0.8,-,-,0,23,2,0.02,0.02,0.2,59
AAE116,Sugar apple,86,77.2,1.6,0.3,18,2.2,0.7,29,43,4,250,0.7,-,-,0,39,3,0.09,0.13,0.7,26
AAE120,"Tamarind, fruit, ripe",(303),22.3,2.8,0.5,(71.8),-,2.6,135,96,10,158,0.9,-,-,0,10,1,0.29,0.05,0.8,30
AAE58,"Tamarind, Madras thorn",85,77.8,3.4,1,13.8,3.4,0.6,33,47,-,-,0.5,-,-,0,15,1,0.21,0.43,1.1,94
AAE119,"Toddy palm, cotyledon",(116),69.8,2.4,0.1,(26.3),-,1.4,12,112,-,-,0.8,-,-,0,-,-,0.23,0.04,-,7
AAE118,"Toddy palm, in syrup, canned ",93,76.8,0.2,0.5,21.2,1.2,0.1,5,-,11,-,0,-,-,0,0p,0p,-,-,-,0
AAE142,Water chestnut,(91),75.9,1.2,0.1,(21.3),-,1.5,8,64,261,548,1,-,-,0,-,-,0.05,0.03,2.3,7
AAE124,"Water Rose, Nak (redish color) variety",(27),93.2,0.3,0,(6.4),-,0.1,4,12,-,-,0.5,-,-,0,-,-,0.01,0.02,0.1,25
AAE126,Watermelon,24,93.6,0.6,0.1,5.1,0.3,0.3,8,13,6,76,0.2,0.03,0.1,0,255,21,0.03,0.04,0.2,6
AAE125,"Wax jambu, Water Rose, green color variety",30,92,0.5,0.1,6.1,1.1,0.2,5,15,66,107,0.7,-,-,0,-,-,0.03,0.03,0.4,13
AAF9,"Beef, blood",81,77.4,19.5,0.2,0.3,0,2.6,12,30,-,62,46.8,-,-,45,225,64,T,0.03,0.9,0
AAF11,"Beef, brain, raw",124,79.3,9.7,9.5,0,0,1.5,9,260,-,-,1.7,-,-,115,0,115,0.13,0.19,3.8,0
AAF18,"Beef, heart, raw",112,76.1,17.6,4,1.3,0,1,14,150,28,239,4.3,-,-,137,142,149,0.28,0.5,5.1,1
AAF19,"Beef, kidney, raw",89,79.5,16.1,2.3,0.9,0,1.2,26,212,168,188,8.5,-,-,246,476,286,0.31,1,5,5
AAF23,"Beef, liver, raw",133,69.9,20.3,3.5,5,0,1.3,16,304,23,280,10.1,-,-,8212,353,8241,0.28,1.51,11.3,18
AAF188,"Beef, Longissimus dorsi, raw ",-,76.8,-,-,0,-,93,4,238,72,365,2.6,0,3.1,-,-,-,-,-,-,-
AAF25,"Beef, lungs, raw",78.1,16,(1.8),3.1,0,1,84,23,136,114,203,6.1,-,-,71,144,83,0.12,0.21,2.5,6
AAF2,"Beef, meat ball",77.5,16.5,0.7,2.9,0,2.4,191,21,58,779,-,5,-,-,-,-,-,-,-,-,100
AAF44,"Beef, tongue, raw",68,14.2,13.4,3.5,0,0.9,127,25,158,-,-,2.3,-,-,0,100,0.08,0.17,4.2,0,-
AAF185,"Chicken, black, thigh, w/ skin, raw",73.3,22.7,4,0p,0,0.8,30,-,134,-,-,2.4,-,-,-,-,0.16,0.26,1.6,-,-
AAF91,"Chicken, blood, cooked",91.5,7.1,0.2,0,0,1.2,152,10,45,317,47,12.9,-,-,-,-,-,-,0.3,-,16
AAF99,"Chicken, breast, w/ skin, raw",71.2,19.9,8,0p,0,1,152,12,186,71,252,0.9,0.07,0.4,3,16,0.05,0.09,6.8,1,10
AAF100,"Chicken, drumstick, raw",70,17.9,7.2,4,0,0.9,205,10,142,118,201,1,0.14,1.3,0,10,0.07,0.27,3.9,2,17
AAF101,"Chicken, feet, deboned, raw",65.5,25.5,11.4,0p,0,0.8,102,75,78,109,55,1.5,-,-,0,17,0.01,0.08,1.2,1,31
AAF95,"Chicken, gizzard, raw",76,20.2,1.8,1.2,0,0.8,112,13,124,34,206,3.1,0.1,-,20,33,0.05,0.21,3.2,3,75
AAF96,"Chicken, heart, raw",77.8,15.8,5.4,0,0,1,154,14,186,106,260,4,-,-,0,75,0.11,0.42,4.5,6,37
AAF102,"Chicken, intestine, raw",77.3,10.7,12.3,0p,0,0.6,187,17,163,22,90,1.1,-,-,0,37,0.08,0.44,2.3,16,-
AAF186,"Chicken, jungle fowl, wing, w/ skin, raw",66.4,22.1,11,0p,0,0.8,121,-,164,-,-,1.7,-,-,-,-,0.08,0.11,2.1,-,11481
AAF97,"Chicken, liver, raw",73.5,18.6,4.1,2.5,0,1.3,153,13,243,63,213,7.3,0.48,0.5,96,11489,0.32,2.49,8.9,14,-
AAF103,"Chicken, matured, dressed carcass, raw",69.9,22.4,7,0p,0,0.9,198,21,180,113,221,2.2,-,-,-,-,0.15,0.19,7.1,2,10
AAF104,"Chicken, thigh, w/ skin, raw",69.1,17.7,14.1,0p,0,0.9,223,12,113,98,133,0.9,0.07,0.8,0,10,0.08,0.19,4.2,2,28
AAF105,"Chicken, wing, w/ skin, raw",66.9,17.6,17,0p,0,0.8,25,27,128,82,177,1,0.06,1.4,0,28,0.03,0.14,3.4,2,-
AAF190,"Duck, blood, cooked",93.4,5.9,0.1,0p,0,0.7,14,41,161,8,13.7,-,-,-,-,-,0.04,0.1,-,,
AAF110,"Duck, liver, raw",125,73.4,16.4,4.7,4.2,0,1.3,33,192,-,-,13.5,-,-,840,50,844,0.35,1.11,10,4
AAF111,"Duck, meat, raw",233,64.9,15.6,19,0p,0,0.7,14,134,-,-,1.8,-,-,-,-,-,0.09,0.2,5.1,-
AAF114,"Frog, small",80,78.4,15.1,2,0.4,0,4.1,1293,671,122,199,3.8,-,-,-,-,-,0.08,0.53,3.6,-
AAF145,"Mutton, lean, raw",146,71.7,20.4,7.2,0p,0,1.3,11,185,91,256,2.7,-,-,22,0,22,0.15,0.22,4.8,2
AAF148,Nam/Jihn-som,185,65,20.1,11.6,0p,0,3.5,15,132,-,-,1.3,-,-,-,-,0.24,0.1,3.8,-,16
AAF194,"Pork, blood, cooked",49,89,12.1,0.1,0p,0,0.6,14,12,219,28,20.3,-,0.3,-,-,nd,0.1,0.3,-,-
AAF120,"Pork, brain, raw",125,79.5,9.6,9.5,0.2,0,1.2,10,270,-,-,1.2,-,-,-,-,0.18,0.35,2.6,0,6
AAF119,"Pork, ham, raw",159,65.1,18.6,4.7,10.6,0,1,6,187,52,380,0.9,0.1,0.2,T,6,0.83,0.47,8.4,0,6
AAF121,"Pork, heart, raw",114,76.2,16.8,4.5,1.5,0,1,5,160,140,130,3.8,0.5,0.1,5,6,0.32,1,4.9,2,40
AAF124,"Pork, kidney, raw",102,77.3,15.2,3.1,3.3,0,1.1,11,206,-,-,6.2,-,-,10,41,0.32,1.58,9,10,5
AAF149,"Pork, leg, deboned, raw",208,62.9,21.6,12.8,1.7,0,1,32,131,-,-,0.9,-,-,10,6,0.34,0.28,3.8,2,25992
